0	0.160901	0.353534	0.395157	0.794118	0	1	-0.565008	-0.0643351	-0.565248	-0.095786	0.0406894	
0	0.0935964	0.37035	0.394373	0.676471	0	1	-0.358098	-0.0457808	-0.344606	-0.0906798	0.0619866	
0	0.147651	0.449949	0.40614	0.470588	0	0.75	-0.115674	-0.0400517	-0.0714322	-0.0259869	0.183265	
0	0.161805	0.380497	0.398711	0.705882	0	1	0.357717	0.0648606	0.292319	0.0986692	0.0578332	
0	0.243326	0.398293	0.397233	0.588235	0	0.916667	-0.230977	0.0136476	-0.188514	0.0363496	0.0802859	
0	0.0237405	0.432889	0.393656	0.352941	0.521739	0.916667	-0.0876137	-0.0348369	-0.0825986	-0.0260869	0.0581298	
0	0.156115	0.450015	0.406558	0.323529	0.478261	0.916667	-0.115647	-0.0395112	-0.0717407	-0.0293381	0.154271	
0	0.116388	0.4518	0.405515	0.294118	0.434783	0.833333	-0.103283	-0.0380388	-0.0675315	-0.0331268	0.00427407	
0	0.111217	0.4933	0.415833	0.352941	0.521739	1	0.0652224	0.0157615	0.0335313	0.0139552	0.0375051	
0	0.0504754	0.494028	0.448415	0.323529	0.478261	0.916667	0.163628	-0.00142462	0.0593636	-0.000359223	0.857183	
0	0.00873821	0.489053	0.410842	0.323529	0.478261	0.75	0.0551388	-0.039926	0.0319948	-0.0353717	0.00558003	
0	0.287597	0.361018	0.407083	0.470588	0	0.75	-0.599603	0.622836	-0.58303	0.60717	0.491417	
0	0.121117	0.382301	0.406821	0.735294	0	1	-0.411277	-0.242068	-0.312908	-0.351562	0.81435	
0	0.396707	0.371061	0.395042	0.647059	0	1	0.328481	0.196179	0.337211	0.222063	0.194869	
0	0.205726	0.365913	0.396189	0.588235	0	0.916667	0.413567	0.287319	0.389207	0.342266	0.647995	
0	0.226808	0.424554	0.402337	0.588235	0	1	0.131951	-0.21838	-0.0249431	-0.359032	0.88894	
0	0.483204	0.412512	0.416764	0.411765	0	0.666667	-0.346862	0.0984219	-0.197477	0.0257558	0.597051	
0	0.0969635	0.44452	0.407453	0.705882	0	1	0.134158	-0.0513315	0.0815731	-0.04333	0.607283	
0	0.182721	0.400548	0.402768	0.676471	0	1	0.282184	-0.144	0.198968	-0.0256753	0.359436	
0	0.187131	0.363338	0.310025	0.676471	0	1	-0.645967	-0.0514061	0.0826894	-0.025755	0.293665	
0	0.230044	0.381359	0.39625	0.676471	0	1	-0.219586	-0.369462	-0.256419	-0.306494	0.800769	
0	0.0863782	0.410311	0.38646	0.647059	0	0.916667	0.06885	-0.12064	0.111055	-0.133989	0.829672	
0	0.0575947	0.436686	0.397819	0.617647	0	1	0.092284	-0.0505564	0.0814588	-0.0394611	0.490081	
0	0.287241	0.494402	0.4708	0.617647	0	1	0.166607	-0.245989	0.0623996	-0.195402	0.730453	
0	0.065799	0.380848	0.397286	0.588235	0	0.916667	-0.300134	-0.182157	-0.275272	-0.211443	0.0559561	
0	0.382757	0.427243	0.435325	0.588235	0	0.916667	0.473152	-0.276587	0.186587	-0.234626	0.857748	
0	0.162608	0.364052	0.385161	0.647059	0	1	0.0947185	0.476493	0.322127	0.280727	0.784792	
0	0.11076	0.373791	0.392283	0.617647	0	1	-0.293884	0.103103	-0.303195	0.0662656	0.639903	
0	0.347416	0.384763	0.38547	0.588235	0	0.916667	0.123905	0.27885	0.200719	0.140993	0.704303	
0	0.09894	0.381008	0.402975	0.470588	0	0.75	0.450508	0.00394283	0.315901	0.0695472	0.173335	
0	0.0259205	0.493133	0.400411	0.294118	0.434783	0.833333	-0.0351298	0.00493793	-0.0258097	0.00315835	0.00429954	
0	0.109187	0.43789	0.391659	0.382353	0.565217	1	0.0705441	-0.00185983	0.0719381	-0.00131458	0.0581298	
0	0.0842365	0.500892	0.423491	0.352941	0.521739	1	0.0715887	0.00841846	0.0328944	0.00586911	0.444486	
0	0.115352	0.491942	0.409271	0.352941	0.521739	1	0.0533566	0.0036287	0.0309767	0.00314901	0.00569021	
0	0.336537	0.46726	0.395831	0.352941	0.521739	1	0.0474482	0.0297612	0.0407088	0.0228	0.00596741	
0	0.0788653	0.514017	0.415122	0.294118	0.434783	0.833333	0.0417306	0.000672385	0.0214793	0.000195025	0.0370336	
0	0.111835	0.45914	0.398318	0.235294	0.347826	0.666667	-0.0295339	-0.0231942	-0.051015	-0.0195224	0.00788069	
0	0.228477	0.361572	0.404031	0.647059	0	0.916667	-0.624123	-0.35875	-0.539374	-0.402086	0.655758	
0	0.384448	0.345504	0.393994	0.470588	0	0.75	-0.351763	0.863921	-0.715015	0.432909	0.421261	
0	0.19187	0.347652	0.384699	0.794118	0	1	-0.315657	-0.0966474	-0.517129	-0.104577	0.693447	
0	0.133712	0.393413	0.413386	0.705882	0	1	-0.513299	-0.155152	-0.286325	-0.121697	0.90037	
0	0.280742	0.370785	0.389932	0.647059	0	1	0.287174	-0.0405811	0.311782	-0.0235831	0.186886	
0	0.219984	0.390092	0.385836	0.617647	0	0.916667	-0.473861	-0.821965	0.0549872	-0.554095	0.444782	
0	0.301402	0.396092	0.40308	0.617647	0	1	-0.311021	-0.0172314	-0.221427	-0.0379132	0.232474	
0	0.0865896	0.411895	0.402549	0.588235	0	0.916667	0.21568	-0.0289778	0.153828	-0.0144815	0.0405058	
0	0.426303	0.365909	0.389395	0.588235	0	0.916667	-0.314674	-0.0428711	-0.347769	-0.070433	0.363574	
0	0.466254	0.39016	0.395632	0.558824	0	0.916667	-0.230201	-0.0842256	-0.218752	-0.0860985	0.174347	
0	0.166021	0.376557	0.402917	0.676471	0	1	-0.46782	0.0484226	-0.353624	0.0329696	0.398788	
0	0.237735	0.425339	0.401394	0.647059	0	1	0.162057	0.0653853	0.110795	0.0576033	0.65815	
0	0.333823	0.475643	0.420519	0.647059	0	1	0.0416701	0.11664	0.0339539	0.131118	0.560147	
0	0.107739	0.390363	0.400719	0.617647	0	1	-0.33082	0.0233475	-0.241737	0.0321083	0.316638	
0	0.360221	0.397536	0.399161	0.529412	0	0.833333	-0.190454	0.264175	-0.184512	0.237554	0.394103	
0	0.12053	0.408706	0.430153	0.529412	0	0.833333	0.539436	0.434659	0.255555	0.358931	0.842193	
0	0.0545044	0.508648	0.414716	0.352941	0.521739	1	-0.046373	-0.0128078	-0.0237604	-0.00841135	0.0370336	
0	0.0722193	0.462895	0.422677	0.352941	0.521739	1	-0.16926	0.0130044	-0.0728868	0.0194051	0.910059	
0	0.166977	0.490673	0.418398	0.352941	0.521739	1	-0.0729921	-0.0379492	-0.0365625	-0.02538	0.418831	
0	0.227836	0.551994	0.488946	0.352941	0.521739	1	-0.14956	0.00743817	-0.0352975	0.00582614	0.813049	
0	0.152112	0.470292	0.392392	0.323529	0.478261	0.916667	-0.0350388	-0.0233214	-0.035993	-0.0184119	0.00788069	
